date,ticker,side,weight,price
2026-03-30,X5,entry,-0.026829160348163784,76.98816255498802
2026-03-30,X6,entry,-0.03,52.79283483661498
2026-03-30,X8,entry,0.025999530939402528,133.66216419548704
2026-03-30,X12,entry,0.03,207.66113412409914
2026-03-30,X14,entry,0.03,128.65554685685174
2026-03-30,X16,entry,-0.027870965399418312,84.72822675765161
2026-03-30,X17,entry,0.03,137.16838565500012
2026-03-30,X18,entry,-0.03,86.53743331470216
2026-04-01,X12,exit_stop,0.03,210.89892562355183
2026-04-01,X14,exit_stop,0.03,129.61314076808083
2026-04-06,X6,exit_stop,-0.03,53.54157830973016
2026-04-06,X8,exit_stop,0.025999530939402528,129.0720149272833
2026-04-06,X0,entry,-0.03,77.2053685590275
2026-04-06,X6,entry,-0.03,53.54157830973016
2026-04-06,X8,entry,0.025251941716553816,129.0720149272833
2026-04-06,X11,entry,0.03,137.09972738971788
2026-04-06,X12,entry,0.03,221.91963834897734
2026-04-06,X15,entry,0.03,125.71100928314868
2026-04-06,X17,exit_signal,0.03,138.89122846811233
2026-04-06,X18,exit_signal,-0.03,85.82638159946919
2026-04-07,X15,exit_stop,0.03,123.69430359819388
2026-04-08,X11,exit_stop,0.03,133.47793054950347
2026-04-09,X16,exit_stop,-0.02805716933903932,87.43045399932635
2026-04-10,X5,exit_stop,-0.02807131769768764,79.5506753342511
2026-04-10,X8,exit_stop,0.025251941716553816,130.21110398341222
2026-04-13,X5,entry,-0.02806115825853507,80.22726006399888
2026-04-13,X8,entry,0.026001210763409412,130.02377626738618
2026-04-13,X9,entry,0.03,154.39010721219915
2026-04-13,X16,entry,-0.0280463260475143,85.03305401456268
2026-04-13,X17,entry,0.03,143.56566522914557
2026-04-14,X9,exit_stop,0.03,149.94929100176097
2026-04-14,X12,exit_stop,0.03,223.69666523821957
2026-04-16,X5,exit_stop,-0.02806115825853507,81.72785971173785
2026-04-16,X6,exit_stop,-0.03,54.028737561910724
2026-04-17,X0,exit_stop,-0.03,76.71012045246829
2026-04-20,X0,entry,-0.03,76.37742235658637
2026-04-20,X5,entry,-0.028841677926256894,86.05657176944698
2026-04-20,X6,entry,-0.03,55.20280340759762
2026-04-20,X7,entry,0.03,146.69093237940058
2026-04-20,X12,entry,0.029485592868772913,227.546703721662
2026-04-21,X0,exit_stop,-0.03,81.31002322796004
2026-04-21,X8,exit_stop,0.02757219700039319,131.47893931084835
2026-04-21,X16,exit_stop,-0.03,84.88819929240881
2026-04-21,X17,exit_stop,0.03,147.9828533031864
2026-04-24,X6,exit_stop,-0.03,55.72492850752162
2026-04-27,X0,entry,-0.027246005317568007,81.99095270325549
2026-04-27,X6,entry,-0.03,55.218050266953746
2026-04-27,X7,exit_signal,0.03,161.0544202856047
2026-04-27,X8,entry,0.03,137.72998855396372
2026-04-27,X9,entry,0.03,154.20583386086648
2026-04-27,X11,entry,0.03,141.20814828411105
2026-04-27,X13,entry,-0.03,80.02021903896683
2026-04-28,X6,exit_stop,-0.03,56.750737660734785
2026-04-28,X12,exit_stop,0.029505058208021875,221.34522279523395
2026-04-30,X9,exit_stop,0.03,157.25998552041045
2026-04-30,X11,exit_stop,0.03,142.86850674722294
2026-05-04,X2,entry,0.03,114.94466063697561
2026-05-04,X6,entry,-0.03,56.17826392534183
2026-05-04,X8,exit_signal,0.03,143.0602325480441
2026-05-04,X9,entry,0.03,156.1723420119222
2026-05-04,X11,entry,0.03,138.84222490847165
2026-05-04,X12,entry,0.028861345109573593,215.29680571500705
2026-05-05,X5,exit_stop,-0.03,81.5401281622864
2026-05-05,X12,exit_stop,0.028861345109573593,210.20410682490615
2026-05-06,X6,exit_stop,-0.03,57.438174277733076
2026-05-06,X9,exit_stop,0.03,150.7068485519739
2026-05-06,X11,exit_stop,0.03,134.77821153467852
